"Lp","Id","Nazwa instytucji","Data utworzenia / data wpisu do ewiencji uczelni niepublicznych","Organ nadzorujący","Rodzaj instytucji","Państwowy Instytut Badawczy","Rok od kiedy Państwowy Instytut Badawczy","Data postawienia w stan likwidacji","Data likwidacji","Typ uczelni","Typ instytucji naukowej","REGON","NIP","KRS","Numer uczelni nadany przez ministra","Numer wpisu do ewidencji uczelni niepublicznych","Numer rejestru instytutów PAN","Strona www","Adres e-mail","Telefon","Adres skrzynki podawczej","Kraj","Województwo","Adres - ulica","Adres - numer","Adres - kod pocztowy","Adres - miasto","Dane osoby kierującej podmiotem","Identyfikator osoby kierującej podmiotem","Skład federacji - Nazwa instytucji","Skład federacji - Identyfikator instytucji","Skład federacji - W federacji od","Skład federacji - W federacji do","Nazwy - Nazwa","Nazwy - Data nadania nazwy","Instytucje poprzedzające - Nazwa instytucji","Instytucje poprzedzające - ID instytucji","Instytucje poprzedzające - REGON","Instytucje poprzedzające - NIP","Instytucje poprzedzające - KRS","Instytucje poprzedzające - Numer w rejestrze PAN","Instytucje poprzedzające - Numer w ewidencji uczelni niepublicznych","Instytucje poprzedzające - Organ nadzorujący","Instytucje poprzedzające - Rodzaj przekształcenia","Instytucje poprzedzające - Data przekształcenia","Instytucje dziedziczące - Nazwa instytucji","Instytucje dziedziczące - ID instytucji","Instytucje dziedziczące - REGON","Instytucje dziedziczące - NIP","Instytucje dziedziczące - KRS","Instytucje dziedziczące - Numer w rejestrze PAN","Instytucje dziedziczące - Numer w ewidencji uczelni niepublicznych","Instytucje dziedziczące - Organ nadzorujący","Instytucje dziedziczące - Rodzaj przekształcenia","Instytucje dziedziczące - Data przekształcenia","Historia zmian organu - Organ nadzorujący","Historia zmian organu - Data przypisania do organu","Historia zmian statusu - Status","Historia zmian statusu - Data nadania statusu","Historia zmian typu - Typ","Historia zmian typu - Data nadania typu","Historia zmian adresu - Adres","Historia zmian adresu - Data otrzymania adresu"
"149","d5afbb30-c241-4c4a-b4c0-ac5660e3d385","Uniwersytet Ekonomiczny w Poznaniu","1926-10-12","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001525","7770005497","","286","","","http://www.ue.poznan.pl","rektor@ue.poznan.pl","61 856 9000","/UEP/skrytka   ;   /UEP/SkrytkaESP","Polska","wielkopolskie","al. Niepodległości","10","61-875","Poznań","Maciej Żukowski - Rektor","cab80750-65b8-4c33-a2e4-2ae8e093e46f",,,,,"Uniwersytet Ekonomiczny w Poznaniu","1926-10-12",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1926-10-12","Działająca","1926-10-12","akademicka","1926-10-12","al. Niepodległości 10/A p.105, 61-875 Poznań, woj. wielkopolskie, Polska","1926-10-12"
"150","f3afb96b-3be4-453c-bf67-d5dccba3d1cc","Uniwersytet Gdański","1970-03-20","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001330","5840203239","","244","","","http://ug.edu.pl","rektor@ug.edu.pl","(58) 523 24 07","/uniwersytet_gdanski/SkrytkaESP","Polska","pomorskie","ul. Jana Bażyńskiego","8","80-309","Gdańsk","Piotr Stepnowski - Rektor","cb0e2cce-1fec-4662-b16c-dbc782ed9ace",,,,,"Uniwersytet Gdański","1970-03-20",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1970-03-20","Działająca","1970-03-20","akademicka","1970-03-20","ul. Jana Bażyńskiego 8, 80-309 Gdańsk, woj. pomorskie, Polska","1970-03-20"
"151","9eec5244-9085-4de9-9ad9-a77b7ad693bc","Uniwersytet im. Adama Mickiewicza w Poznaniu","1919-01-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001293","7770006350","","245","","","http://www.amu.edu.pl","rectorof@amu.edu.pl","0618294000","ePUAP: /UAM/skrytka","Polska","wielkopolskie","ul. Henryka Wieniawskiego","1","61-712","Poznań","Bogumiła Kaniewska - Rektor","",,,,,"Uniwersytet im. Adama Mickiewicza w Poznaniu","1919-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1919-01-01","Działająca","1919-01-01","akademicka","1919-01-01","ul. Henryka Wieniawskiego 1, 61-712 Poznań, woj. wielkopolskie, Polska","1919-01-01"
"152","ec799b31-2b67-4e3d-b91b-d4bb28f41d43","Uniwersytet Jagielloński w Krakowie","1364-05-12","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001270","6750002236","","246","","","http://www.uj.edu.pl/","rektor@uj.edu.pl","12 663 11 43","/uj/SkrytkaESP","Polska","małopolskie","ul. Gołębia","24","31-007","Kraków","Jacek Popiel - Rektor","e485fcb4-9e5d-4e62-a544-9b16367eb129",,,,,"Uniwersytet Jagielloński w Krakowie","1364-05-12",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1364-05-12","Działająca","1364-05-12","akademicka","1364-05-12","ul. Gołębia 24, 31-007 Kraków, woj. małopolskie, Polska","1364-05-12"
"153","db46d396-2d15-4421-801c-e9db04debfb2","Uniwersytet Jana Długosza w Częstochowie","1971-08-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001494","5730116775","","290","","","http://www.ujd.edu.pl","rektor@ujd.edu.pl","34 3784100","/AJD/SkrytkaESP","Polska","śląskie","ul. Jerzego Waszyngtona","4/8","42-200","Częstochowa","Anna Wypych-Gawrońska - Rektor","e52a7050-fac5-4ee9-8e46-04145d29ff05",,,,,"Uniwersytet Jana Długosza w Częstochowie","2023-06-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1971-08-23","Działająca","1971-08-23","akademicka","1971-08-23","ul. Jerzego Waszyngtona 4/8, 42-200 Częstochowa, woj. śląskie, Polska","1971-08-23"
"154","db46d396-2d15-4421-801c-e9db04debfb2","Uniwersytet Jana Długosza w Częstochowie","1971-08-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001494","5730116775","","290","","","http://www.ujd.edu.pl","rektor@ujd.edu.pl","34 3784100","/AJD/SkrytkaESP","Polska","śląskie","ul. Jerzego Waszyngtona","4/8","42-200","Częstochowa","Anna Wypych-Gawrońska - Rektor","e52a7050-fac5-4ee9-8e46-04145d29ff05",,,,,"Akademia im. Jana Długosza w Częstochowie","1971-08-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1971-08-23","Działająca","1971-08-23","akademicka","1971-08-23","ul. Jerzego Waszyngtona 4/8, 42-200 Częstochowa, woj. śląskie, Polska","1971-08-23"
"155","db46d396-2d15-4421-801c-e9db04debfb2","Uniwersytet Jana Długosza w Częstochowie","1971-08-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001494","5730116775","","290","","","http://www.ujd.edu.pl","rektor@ujd.edu.pl","34 3784100","/AJD/SkrytkaESP","Polska","śląskie","ul. Jerzego Waszyngtona","4/8","42-200","Częstochowa","Anna Wypych-Gawrońska - Rektor","e52a7050-fac5-4ee9-8e46-04145d29ff05",,,,,"Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie","2018-06-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1971-08-23","Działająca","1971-08-23","akademicka","1971-08-23","ul. Jerzego Waszyngtona 4/8, 42-200 Częstochowa, woj. śląskie, Polska","1971-08-23"
"156","451f3300-ea98-4941-a77e-31f6cc80cbeb","Uniwersytet Jana Kochanowskiego w Kielcach","1969-06-19","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001407","6570234850","","291","","","http://www.ujk.edu.pl","rektor@ujk.edu.pl","41 349 72 00","/UJK/SkrytkaESP","Polska","świętokrzyskie","ul. Stefana Żeromskiego","5","25-369","Kielce","Stanisław Głuszek - Rektor","6f5982cf-8ed0-47cc-810f-ad1ef8d8893c",,,,,"Uniwersytet Jana Kochanowskiego w Kielcach","1969-06-19",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1969-06-19","Działająca","1969-06-19","akademicka","1969-06-19","ul. Stefana Żeromskiego 5, 25-369 Kielce, woj. świętokrzyskie, Polska","1969-06-19"
"157","7fe045d3-8e37-4760-b8db-075f13a6dce9","Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie","1999-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001956","5250012946","","255","","","http://www.uksw.edu.pl","rektorat@uksw.edu.pl","22 561 88 52","ePUAP: /UKSW_2/SkrytkaESP ","Polska","mazowieckie","ul. Dewajtis","5","01-815","Warszawa","Ryszard Czekalski - Rektor","b5b7577b-e9f7-48a3-842e-ec5ac0c30055",,,,,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie","1999-10-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1999-10-01","Działająca","1999-10-01","akademicka","1999-10-01","ul. Dewajtis 5, 01-815 Warszawa, woj. mazowieckie, Polska","1999-10-01"
"158","aee66fdd-cc30-4ef1-95ea-91a5a6d168d1","Uniwersytet Kazimierza Wielkiego w Bydgoszczy","2005-09-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","340057695","5542647568","","289","","","http://ukw.edu.pl","rektor@ukw.edu.pl","52/34-19-200","/UKWB/skrytka","Polska","kujawsko-pomorskie","ul. Jana Karola Chodkiewicza","30","85-064","Bydgoszcz","Jacek Woźny - Rektor","84713808-781f-4e46-b4e4-cc2d872e6851",,,,,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy","2005-09-01",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","2005-09-01","Działająca","2005-09-01","akademicka","2005-09-01","ul. Jana Karola Chodkiewicza 30, 85-064 Bydgoszcz, woj. kujawsko-pomorskie, Polska","2005-09-01"
"159","5011bcd5-dfb1-41ed-84b0-5bd51ce0832c","Uniwersytet Łódzki","1945-05-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001287","7240003243","","247","","","http://www.uni.lodz.pl/index.php","rektor@uni.lodz.pl","42 635 40 02","/unilodz/SkrytkaESP","Polska","łódzkie","ul. Prezydenta Gabriela Narutowicza","68","90-136","Łódź","Elżbieta Żądzińska - Rektor","b8a1e69c-75e4-42e4-97c4-5e99e85ef68a",,,,,"Uniwersytet Łódzki","1945-05-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1945-05-24","Działająca","1945-05-24","akademicka","1945-05-24","ul. Prezydenta Gabriela Narutowicza 68, 90-136 Łódź, woj. łódzkie, Polska","1945-05-24"
"160","a013df22-d5c5-4871-849c-69e8c6e7e912","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","1944-10-23","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001353","7120103692","","248","","","http://www.umcs.pl","rektor@umcs.pl","81 537 51 07","/umcs/skrytka","Polska","lubelskie","pl. Plac im. Marii Curie-Skłodowskiej","5","20-031","Lublin","Radosław Dobrowolski - Rektor","5b10a786-5959-4eb4-9e6e-713315178747",,,,,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie","1944-10-23",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1944-10-23","Działająca","1944-10-23","akademicka","1944-10-23","pl. Plac im. Marii Curie-Skłodowskiej 5, 20-031 Lublin, woj. lubelskie, Polska","1944-10-23"
"161","a38a9162-5445-4322-9fe7-21ec91508ec7","Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu","1920-04-01","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288811","7770003104","","305","","","http://www.ump.edu.pl","info@ump.edu.pl","+48 61 854 6000","/UMPPOZNAN/skrytka","Polska","wielkopolskie","ul. Aleksandra Fredry","10","61-701","Poznań","Andrzej Tykarski - Rektor","",,,,,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu","1920-04-01",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1920-04-01","Działająca","1920-04-01","akademicka","1920-04-01","ul. Aleksandra Fredry 10, 61-701 Poznań, woj. wielkopolskie, Polska","1920-04-01"
"162","18711a61-b8cc-4cb5-97c3-893045eff81e","Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu","1950-01-01","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288981","8960005779","","308","","","http://www.umw.edu.pl","rektor@umw.edu.pl","71 784 10 01","/umedwroc/SkrytkaESP ","Polska","dolnośląskie","wyb. Ludwika Pasteura","1","50-367","Wrocław","Piotr Paweł Ponikowski - Rektor","f6c5d92e-1558-4931-85d4-3558e8358a70",,,,,"Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu","2012-08-25",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1950-01-01","Działająca","1950-01-01","akademicka","1950-01-01","wyb. Ludwika Pasteura 1, 50-367 Wrocław, woj. dolnośląskie, Polska","1950-01-01"
"163","18711a61-b8cc-4cb5-97c3-893045eff81e","Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu","1950-01-01","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288981","8960005779","","308","","","http://www.umw.edu.pl","rektor@umw.edu.pl","71 784 10 01","/umedwroc/SkrytkaESP ","Polska","dolnośląskie","wyb. Ludwika Pasteura","1","50-367","Wrocław","Piotr Paweł Ponikowski - Rektor","f6c5d92e-1558-4931-85d4-3558e8358a70",,,,,"Akademia Medyczna im. Piastów Śląskich we Wrocławiu","1950-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1950-01-01","Działająca","1950-01-01","akademicka","1950-01-01","wyb. Ludwika Pasteura 1, 50-367 Wrocław, woj. dolnośląskie, Polska","1950-01-01"
"164","7f12f268-786f-4504-9a3a-44afff1ba65c","Uniwersytet Medyczny w Białymstoku","1950-02-03","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288604","5420211717","","300","","","http://www.umb.edu.pl","rektor@umb.edu.pl","85 748-54-03","/UniwersytetMedycznyBial/SkrytkaESP","Polska","podlaskie","ul. Jana Kilińskiego","1","15-089","Białystok","Adam Krętowski - Rektor","f25c5c45-1008-4cb1-9944-2df93a8f213c",,,,,"Uniwersytet Medyczny w Białymstoku","1950-02-03",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1950-02-03","Działająca","1950-02-03","akademicka","1950-02-03","ul. Jana Kilińskiego 1, 15-089 Białystok, woj. podlaskie, Polska","1950-02-03"
"165","28f45cd0-ed86-4162-baf8-d0add700e59f","Uniwersytet Medyczny w Lublinie","1950-01-01","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","000288716","7120106911","","303","","","http://www.umlub.pl","biuro.rektora@umlub.pl","81 448-5000","/UMLUB/SkrytkaESP","Polska","lubelskie","ul. aleje Racławickie","1","20-059","Lublin","Wojciech Tomasz Załuska - Rektor","cb58d502-5a24-4da1-93ac-6a32148f93c2",,,,,"Uniwersytet Medyczny w Lublinie","1950-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","1950-01-01","Działająca","1950-01-01","akademicka","1950-01-01","ul. aleje Racławickie 1, 20-059 Lublin, woj. lubelskie, Polska","1950-01-01"
"166","2072dfce-faec-4917-bcb2-9421f61fe387","Uniwersytet Medyczny w Łodzi","2002-10-01","Minister Zdrowia","Uczelnia publiczna","Nie","","","","akademicka","","473073308","7251843739","","304","","","http://www.umed.pl","rektor@umed.lodz.pl","42-272-58-03","/UMEDLodz/SkrytkaESP","Polska","łódzkie","ul. Aleja T. Kościuszki","4","90-419","Łódź","Radzisław Maciej Kordek - Rektor","9d75901d-ee11-4f35-b109-40c62f380386",,,,,"Uniwersytet Medyczny w Łodzi","2002-10-01",,,,,,,,,,,,,,,,,,,,,"Minister Zdrowia","2002-10-01","Działająca","2002-10-01","akademicka","2002-10-01","ul. Aleja T. Kościuszki 4, 90-419 Łódź, woj. łódzkie, Polska","2002-10-01"
"167","3fa8a5bb-a2e7-455d-8a1e-1f71ed0d992a","Uniwersytet Mikołaja Kopernika w Toruniu","1945-08-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001324","8790177291","","249","","","http://www.umk.pl","rektor@umk.pl","+48(56)6114242","/UMKTORUN/SkrytkaESP","Polska","kujawsko-pomorskie","ul. Jurija Gagarina","11","87-100","Toruń","Andrzej Sokala - Rektor","03a60719-e7ab-436a-b9ab-fc2de59d5ba0",,,,,"Uniwersytet Mikołaja Kopernika w Toruniu","1945-08-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1945-08-24","Działająca","1945-08-24","akademicka","1945-08-24","ul. Jurija Gagarina 11, 87-100 Toruń, woj. kujawsko-pomorskie, Polska","1945-08-24"
"168","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Uniwersytet Morski w Gdyni","2018-09-01","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Transportu, Budownictwa i Gospodarki Morskiej","1920-06-17","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"169","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Uniwersytet Morski w Gdyni","2018-09-01","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Infrastruktury i Rozwoju","2013-11-27","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"170","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Uniwersytet Morski w Gdyni","2018-09-01","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Gospodarki Morskiej i Żeglugi Śródlądowej","2015-11-16","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"171","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Uniwersytet Morski w Gdyni","2018-09-01","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Infrastruktury (poprzednio MiB)","2021-02-26","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"172","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Akademia Morska w Gdyni","1920-06-17","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Transportu, Budownictwa i Gospodarki Morskiej","1920-06-17","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"173","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Akademia Morska w Gdyni","1920-06-17","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Infrastruktury i Rozwoju","2013-11-27","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"174","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Akademia Morska w Gdyni","1920-06-17","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Gospodarki Morskiej i Żeglugi Śródlądowej","2015-11-16","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"175","f52e68ce-dec2-43cf-a874-16b7005d6932","Uniwersytet Morski w Gdyni","1920-06-17","Minister Infrastruktury (poprzednio MiB)","Uczelnia publiczna","Nie","","","","akademicka","","000145112","5860012873","","326","","","http://www.umg.edu.pl","rektor@umg.edu.pl","+48 58 55 86 442","/AMG/SkrytkaESP","Polska","pomorskie","ul. Morska","81-87","81-225","Gdynia","Adam Weintrit - Rektor","aadd796d-3b13-4b1a-9e47-eee65bd9dac9",,,,,"Akademia Morska w Gdyni","1920-06-17","Instytut Morski w Gdańsku","97c7095f-872b-43ac-92ce-c00e3df912ff","000145069","5830003579","","","","Minister Gospodarki Morskiej i Żeglugi Śródlądowej","Włączenie","2019-10-01",,,,,,,,,,,"Minister Infrastruktury (poprzednio MiB)","2021-02-26","Działająca","1920-06-17","akademicka","1920-06-17","ul. Morska 81-87, 81-225 Gdynia, woj. pomorskie, Polska","1920-06-17"
"176","47e86fcb-d7b4-4631-822c-b5647a72e885","Uniwersytet Muzyczny Fryderyka Chopina w Warszawie","1810-01-01","Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","Uczelnia publiczna","Nie","","","","akademicka","","000275702","5250007715","","316","","","http://www.chopin.edu.pl","info@chopin.edu.pl","+48 22 8277241","/UMFC/SkrytkaESP","Polska","mazowieckie","ul. Okólnik","2","00-368","Warszawa","Klaudiusz Baran - Rektor","5ad223ab-c5be-492f-87e3-e8982069dca0",,,,,"Uniwersytet Muzyczny Fryderyka Chopina w Warszawie","1810-01-01",,,,,,,,,,,,,,,,,,,,,"Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)","1810-01-01","Działająca","1810-01-01","akademicka","1810-01-01","ul. Okólnik 2, 00-368 Warszawa, woj. mazowieckie, Polska","1810-01-01"
"177","82d9ae49-c04f-4383-a846-9f1091a57cfa","Uniwersytet Opolski","1994-10-01","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001382","7540007179","","250","","","http://uni.opole.pl","sekretariat@uni.opole.pl","+48775416070","Adres skrzynki ePUAP Uniwersytetu Opolskiego: /uniopole/SkrytkaESP","Polska","opolskie","pl. Plac Mikołaja Kopernika","11A","45-040","Opole","Marek Masnyk - Rektor","8857bf9d-cdde-42c1-b525-4d35c8a2037a",,,,,"Uniwersytet Opolski","1994-10-01","Państwowa Medyczna Wyższa Szkoła Zawodowa w Opolu","953a9a01-995f-4ee1-83c3-a4c0f2564277","532391017","7542744054","","","","Minister Edukacji i Nauki (poprzednio MNiSW)","Włączenie","2020-07-15",,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1994-10-01","Działająca","1994-10-01","akademicka","1994-10-01","pl. Plac Mikołaja Kopernika 11A, 45-040 Opole, woj. opolskie, Polska","1994-10-01"
"178","0b80a072-b734-4cd9-bf5b-6c8708b7c2f2","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","1946-09-24","Minister Edukacji i Nauki (poprzednio MNiSW)","Uczelnia publiczna","Nie","","","","akademicka","","000001376","6750200195","","292","","","http://www.up.krakow.pl","info@up.krakow.pl","12 6626014","/UPkrakow/skrytka","Polska","małopolskie","ul. Podchorążych","2","30-084","Kraków","Piotr Borek - Rektor","b484e626-f634-4d6b-87fc-a8ca717e21f7",,,,,"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie","1946-09-24",,,,,,,,,,,,,,,,,,,,,"Minister Edukacji i Nauki (poprzednio MNiSW)","1946-09-24","Działająca","1946-09-24","akademicka","1946-09-24","ul. Podchorążych 2, 30-084 Kraków, woj. małopolskie, Polska","1946-09-24"
